Player,Squad,Pos,Season,Games,Minutes,Goals,Assists,xG,xA,NonPenaltyGoals,Per90_G+A-PK,Shots,KeyPasses,YellowCards,RedCards
Cristiano Ronaldo,Man United,FW,2022-2023,10,517,1,0,2.1407179944217205,0.3078578971326351,1,0.17408123791102514,25,6,2,0
Christian Pulisic,Chelsea,DF,2022-2023,24,779,1,1,1.8723955135792492,0.4368242975324392,1,0.23106546854942236,18,12,1,0
Oleksandr Zinchenko,Arsenal,DF,2022-2023,27,2179,1,2,1.1754031758755443,1.958403613418341,1,0.12391005048187241,27,19,3,0
Issa Diop,Fulham,DF,2022-2023,25,2004,1,0,0.1913936026394367,0.5267390348017216,1,0.04491017964071856,3,2,2,0
Lucas Moura,Tottenham,,2022-2023,15,117,1,0,0.7378932386636734,0.2311347499489784,1,0.7692307692307692,4,4,0,1
Ricardo Pereira,Leicester,DF,2022-2023,10,450,1,1,0.0841288976371288,0.4153192117810249,1,0.4,2,7,2,0
Serge Aurier,Nott'm Forest,DF,2022-2023,24,1958,1,0,0.6691436963155866,0.802479786798358,1,0.045965270684371805,9,10,2,0
Neal Maupay,Everton,FW,2022-2023,27,1101,1,0,5.434799870476127,0.3525178078562021,1,0.08174386920980926,32,7,4,0
Marc Roca,Leeds,MF,2022-2023,32,2375,1,2,2.0919028762727976,3.2171000884845853,1,0.11368421052631579,34,33,7,0
Estupiñán,Brighton,DF,2022-2023,35,2707,1,5,2.3249325277283788,5.642439822666347,1,0.19948282231252307,30,50,4,0
Caglar Söyüncü,Leicester,DF,2022-2023,7,527,1,0,0.3382616676390171,0.1161900013685226,1,0.17077798861480076,5,1,2,0
Scott McTominay,Man United,MF,2022-2023,24,1133,1,0,1.8013716908171773,1.078185809776187,1,0.0794351279788173,13,8,8,0
Tosin Adarabioyo,Fulham,DF,2022-2023,25,2081,1,0,0.5782807385548949,0.2267771176993847,1,0.04324843825084094,17,6,4,0
Sam Surridge,Nott'm Forest,FW,2022-2023,20,275,1,0,1.692672897130251,0.051858801394701,1,0.32727272727272727,9,1,2,0
Gonçalo Guedes,Wolves,FW,2022-2023,13,718,1,1,1.2725390158593657,0.5424784012138844,1,0.25069637883008355,19,9,1,0
Kenny Tete,Fulham,DF,2022-2023,31,2589,1,5,0.7199479946866632,2.3401720114052296,1,0.2085747392815759,13,23,8,0
Richarlison,Tottenham,FW,2022-2023,27,982,1,3,3.516935642808676,1.7408953551203012,1,0.3665987780040733,27,16,3,0
Lewis Dunk,Brighton,DF,2022-2023,36,3240,1,0,2.040725097060204,0.8655232125893235,1,0.027777777777777776,22,9,4,0
Orel Mangala,Nott'm Forest,MF,2022-2023,27,1581,1,1,0.3729460705071687,0.4247147068381309,1,0.11385199240986718,9,3,3,0
Will Hughes,Crystal Palace,MF,2022-2023,27,796,1,1,0.5347504764795303,0.7693945411592722,1,0.22613065326633164,6,6,4,0
Lyanco,Southampton,DF,2022-2023,21,1160,1,1,0.7209816901013255,0.3901645038276911,1,0.15517241379310345,11,4,4,0
Joachim Andersen,Crystal Palace,DF,2022-2023,32,2786,1,0,1.8502881033346057,1.4228478781878948,1,0.03230437903804738,22,12,8,0
Júnior Firpo,Leeds,DF,2022-2023,19,1364,1,1,0.1414232105016708,0.9512499049305916,1,0.13196480938416422,2,8,6,1
Rayan Ait Nouri,Wolves,DF,2022-2023,21,1056,1,0,1.129896778613329,0.7609243048354983,1,0.08522727272727273,10,7,4,0
Conor Coady,Everton,DF,2022-2023,24,2096,1,1,0.6148279123008251,0.4616532074287534,1,0.08587786259541985,4,4,2,0
Matt Doherty,Tottenham,DF,2022-2023,12,665,1,0,0.8726177029311657,0.2881163954734802,1,0.13533834586466165,10,6,0,0
Mohamed Elyounoussi,Southampton,FW,2022-2023,33,2212,1,1,3.06923589669168,1.825184103101492,1,0.081374321880651,36,18,4,0
Duje Caleta-Car,Southampton,DF,2022-2023,13,947,1,0,1.0882597099989653,0.0416763015091419,1,0.09503695881731784,5,1,2,0
Sean Longstaff,Newcastle,MF,2022-2023,33,2509,1,4,4.526227671653032,3.4510617526248097,1,0.17935432443204466,33,23,2,0
Christian Nørgaard,Brentford,MF,2022-2023,22,1794,1,3,1.347744394093752,3.110040994361043,1,0.20066889632107024,19,12,6,0
Tim Ream,Fulham,DF,2022-2023,33,2900,1,0,0.4944004062563181,0.0717986021190881,1,0.03103448275862069,3,3,2,0
Oliver Skipp,Tottenham,MF,2022-2023,23,1510,1,0,0.2079088976606726,0.542324174195528,1,0.059602649006622516,7,10,7,0
Benoit Badiashile Mukinayi,Chelsea,DF,2022-2023,11,901,1,0,1.2135351449251175,0.6913552954792976,1,0.09988901220865705,6,3,2,0
Diogo Dalot,Man United,DF,2022-2023,26,2164,1,2,2.207693471573293,1.9137129141017797,1,0.12476894639556377,22,29,6,0
Dan Burn,Newcastle,DF,2022-2023,38,3130,1,0,2.2566577959805727,2.0211693542078137,1,0.02875399361022364,21,16,5,0
Harvey Elliott,Liverpool,FW,2022-2023,32,1602,1,2,2.027079835534096,3.9797140900045633,1,0.16853932584269662,36,26,2,0
Wesley Fofana,"Chelsea,Leicester",DF,2022-2023,17,1372,1,0,0.8552336050197482,0.0366367762908339,1,0.06559766763848397,8,2,4,0
Marc Guehi,Crystal Palace,DF,2022-2023,37,3330,1,0,1.6622220277786257,0.6576718036085367,1,0.02702702702702703,14,10,8,0
John McGinn,Aston Villa,MF,2022-2023,34,2692,1,3,1.9473767010495069,3.408585306257009,1,0.1337295690936107,42,18,7,0
Arnaut Danjuma Groeneveld,Tottenham,MF,2022-2023,9,151,1,0,0.6234146766364574,0.0274659004062414,1,0.5960264900662251,6,1,0,0
Reece James,Chelsea,DF,2022-2023,16,1242,1,1,1.0140665946528316,3.066504817456007,1,0.14492753623188406,16,21,4,0
Neco Williams,Nott'm Forest,DF,2022-2023,31,1860,1,0,1.469770667143166,1.4695117715746164,1,0.04838709677419355,25,15,7,0
Armando Broja,Chelsea,FW,2022-2023,12,266,1,0,0.8572464846074581,0.0866743996739387,1,0.3383458646616541,6,1,0,0
Ellis Simms,Everton,FW,2022-2023,11,200,1,0,1.0451708808541298,0.0746167004108429,1,0.44999999999999996,8,2,0,0
Wout Faes,Leicester,DF,2022-2023,31,2790,1,2,1.100052266381681,0.5714022628962994,1,0.0967741935483871,13,9,4,1
Joël Veltman,Brighton,DF,2022-2023,31,2215,1,1,1.341551687568426,1.0200357679277658,1,0.08126410835214447,14,10,6,0
Liam Cooper,Leeds,DF,2022-2023,18,1421,1,0,0.9520196840167046,0.4224689118564129,1,0.0633356790992259,10,5,5,0
Sékou Mara,Southampton,FW,2022-2023,22,510,1,2,1.0406398912891746,1.068390192463994,1,0.5294117647058824,16,6,1,0
Moisés Caicedo,Brighton,DF,2022-2023,37,3135,1,1,1.2356434240937233,2.643754145130515,1,0.057416267942583726,27,43,10,0
Sam Greenwood,Leeds,MF,2022-2023,18,373,1,2,0.6907202005386353,0.9013200886547564,1,0.7238605898123324,12,12,1,0
Dango Ouattara,Bournemouth,MF,2022-2023,19,1254,1,3,3.2873998740687966,2.4152716528624296,1,0.28708133971291866,26,18,1,0
Amadou Onana,Everton,MF,2022-2023,33,2529,1,2,3.0847347732633352,2.063957966864109,1,0.10676156583629892,34,22,9,0
Romeo Lavia,Southampton,MF,2022-2023,29,2261,1,0,0.2631778074428439,0.5177656905725598,1,0.039805395842547546,12,16,9,0
Jakub Kiwior,Arsenal,DF,2022-2023,7,426,1,0,0.0984370782971382,0.0273778699338436,1,0.2112676056338028,1,1,0,0
Toti,Wolves,DF,2022-2023,17,973,1,0,0.2356519745662808,0.184598222374916,1,0.09249743062692703,5,4,6,0
Tetê,Leicester,FW,2022-2023,13,756,1,0,1.8560382332652807,0.3867563046514988,1,0.11904761904761904,15,6,0,0
Stefan Bajcetic,Liverpool,MF,2022-2023,11,534,1,0,0.9587988276034594,0.7506909966468811,1,0.16853932584269662,6,4,2,0
Ryan Christie,Bournemouth,FW,2022-2023,32,1857,1,1,2.728575311601162,2.0688769351691008,1,0.09693053311793215,33,29,2,0
Brenden Aaronson,Leeds,FW,2022-2023,36,2415,1,3,3.9435534365475178,3.362793898209929,1,0.14906832298136646,41,45,2,0
Joe Worrall,Nott'm Forest,DF,2022-2023,30,2210,1,0,0.9123191181570292,0.567169152200222,1,0.04072398190045248,7,4,6,0
Lewis O&#039;Brien,Nott'm Forest,MF,2022-2023,13,572,1,0,0.4231923129409551,0.1791051030158996,1,0.15734265734265734,7,4,2,0
Lisandro Martínez,Man United,DF,2022-2023,27,2123,1,0,0.5251706019043922,0.2293218709528446,1,0.04239284032030146,10,6,6,0
Matheus Nunes,Wolves,MF,2022-2023,34,2507,1,1,2.3803958501666784,2.0282051162794232,1,0.07179896290386917,28,27,2,0
Fábio Vieira,Arsenal,MF,2022-2023,22,468,1,2,0.7378775309771299,2.2388318199664354,1,0.5769230769230769,15,12,0,0
Noni Madueke,Chelsea,FW,2022-2023,12,662,1,0,0.9803801961243152,0.513928035274148,1,0.13595166163141995,12,12,0,0
Facundo Buonanotte,Brighton,MF,2022-2023,13,553,1,1,1.0888761393725872,0.5841287039220333,1,0.325497287522604,11,6,2,0
Antoine Semenyo,Bournemouth,FW,2022-2023,11,237,1,0,0.3684318736195564,0.0759903937578201,1,0.379746835443038,3,2,0,0
João Gomes,Wolves,MF,2022-2023,11,650,1,0,0.2052773246541619,0.1225481405854225,1,0.13846153846153847,4,5,5,0
Bernd Leno,Fulham,GK,2022-2023,36,3240,0,0,0.0,0.0308126993477344,0,0.0,0,1,3,0
Thiago Alcántara,Liverpool,MF,2022-2023,18,1258,0,0,0.3972757617011666,1.4019673261791468,0,0.0,10,17,2,0
Steve Cook,Nott'm Forest,DF,2022-2023,12,958,0,0,0.1638485975563526,0.7961927652359009,0,0.0,3,3,4,0
Matt Ritchie,Newcastle,,2022-2023,7,25,0,0,0.0,0.0817376971244812,0,0.0,0,1,0,0
Junior Stanislas,Bournemouth,,2022-2023,4,52,0,0,0.0267488993704319,0.0846412032842636,0,0.0,1,2,0,0
Danny Ward,Leicester,GK,2022-2023,26,2340,0,0,0.0,0.0,0,0.0,0,0,0,0
James Milner,Liverpool,DF,2022-2023,31,841,0,1,0.3870005868375301,1.6215140726417303,0,0.1070154577883472,7,14,2,0
Mohamed Elneny,Arsenal,MF,2022-2023,5,107,0,0,0.0,0.0,0,0.0,0,0,0,0
Calum Chambers,Aston Villa,DF,2022-2023,14,318,0,0,0.0993134919553995,0.3778975680470466,0,0.0,2,2,2,0
Wayne Hennessey,Nott'm Forest,GK,2022-2023,4,271,0,0,0.0,0.0,0,0.0,0,0,0,0
Angelo Ogbonna,West Ham,DF,2022-2023,16,1235,0,0,0.2092116959393024,0.4893949385732412,0,0.0,3,3,0,0
Aaron Cresswell,West Ham,DF,2022-2023,28,2231,0,1,0.4190359637141227,3.1738543678075075,0,0.04034065441506051,9,40,3,0
David de Gea,Man United,GK,2022-2023,38,3420,0,0,0.0,0.0185502003878355,0,0.0,0,1,0,0
Jesse Lingard,Nott'm Forest,FW,2022-2023,17,937,0,0,0.6977619081735611,0.4312230888754129,0,0.0,10,11,1,0
Joe Rothwell,Bournemouth,MF,2022-2023,20,1028,0,1,0.1488286033272743,1.1982360780239103,0,0.08754863813229571,3,8,1,0
Joel Robles,Leeds,GK,2022-2023,4,360,0,0,0.0,0.0,0,0.0,0,0,1,0
Nathaniel Clyne,Crystal Palace,DF,2022-2023,22,1644,0,0,0.0,0.7021582964807749,0,0.0,0,7,3,0
Jordan Henderson,Liverpool,MF,2022-2023,35,2084,0,2,0.8594531016424298,3.592609709128737,0,0.08637236084452975,23,31,2,0
James McArthur,Crystal Palace,,2022-2023,4,42,0,0,0.0,0.0,0,0.0,0,0,0,0
Alex McCarthy,Southampton,GK,2022-2023,6,540,0,0,0.0,0.0,0,0.0,0,0,0,0
Hugo Lloris,Tottenham,GK,2022-2023,25,2208,0,0,0.0,0.0,0,0.0,0,0,0,0
Kyle Walker,Man City,DF,2022-2023,27,1957,0,0,0.3253306970000267,0.2089456282556057,0,0.0,5,6,3,0
Dele Alli,Everton,,2022-2023,2,26,0,0,0.0,0.0,0,0.0,0,0,0,0
Josh Onomah,Fulham,,2022-2023,2,11,0,0,0.0,0.0,0,0.0,0,0,0,0
Idrissa Gueye,Everton,MF,2022-2023,33,2638,0,1,0.5034467745572329,0.9359579710289836,0,0.03411675511751327,15,12,7,0
César Azpilicueta,Chelsea,DF,2022-2023,25,1511,0,0,0.3268246091902256,1.4374469444155693,0,0.0,9,13,3,0
Ruben Loftus-Cheek,Chelsea,DF,2022-2023,25,1550,0,1,0.856397295370698,1.7559158895164728,0,0.05806451612903226,9,15,1,0
Asmir Begovic,Everton,GK,2022-2023,1,90,0,0,0.0,0.0,0,0.0,0,0,0,0
Lukasz Fabianski,West Ham,GK,2022-2023,36,3115,0,0,0.0,0.0,0,0.0,0,0,1,0
André Ayew,Nott'm Forest,FW,2022-2023,13,286,0,0,0.9884005077183248,0.0331967063248157,0,0.0,4,1,1,0
Jordan Pickford,Everton,GK,2022-2023,37,3330,0,1,0.0,0.3126417994499206,0,0.02702702702702703,0,2,5,0
N&#039;Golo Kanté,Chelsea,MF,2022-2023,7,526,0,1,0.308291532099247,2.0793348141014576,0,0.1711026615969582,8,13,1,0
Daniel Amartey,Leicester,DF,2022-2023,20,1615,0,0,1.054015912115574,0.4650263823568821,0,0.0,6,5,1,0
Jamaal Lascelles,Newcastle,DF,2022-2023,7,200,0,0,0.120240394026041,0.0,0,0.0,2,0,2,0
Jack Colback,Nott'm Forest,MF,2022-2023,11,480,0,0,0.0,0.2822478041052818,0,0.0,0,2,0,0
Jonjo Shelvey,"Newcastle,Nott'm Forest",MF,2022-2023,11,565,0,0,0.1604539966210723,0.3491519913077354,0,0.0,6,6,1,0
Ayoze Pérez,Leicester,MF,2022-2023,8,373,0,1,0.8422358185052872,1.504247609525919,0,0.24128686327077745,8,11,0,0
Nathan Redmond,Southampton,,2022-2023,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Jonny Evans,Leicester,DF,2022-2023,13,1057,0,0,0.0843219012022018,0.0927421972155571,0,0.0,1,1,1,0
Salomón Rondón,Everton,FW,2022-2023,7,96,0,0,0.7647659070789814,0.1265218034386634,0,0.0,4,2,0,0
Adam Smith,Bournemouth,DF,2022-2023,37,2957,0,1,0.9768042117357254,1.4084933251142502,0,0.03043625295908015,5,16,11,0
Fraser Forster,Tottenham,GK,2022-2023,14,1212,0,0,0.0,0.0,0,0.0,0,0,1,0
Oriol Romeu,Southampton,MF,2022-2023,1,77,0,0,0.0,0.0,0,0.0,0,0,0,0
Cédric Soares,"Arsenal,Fulham",DF,2022-2023,8,213,0,0,0.0555640272796154,0.1316027827560901,0,0.0,2,2,0,0
Matt Targett,Newcastle,DF,2022-2023,17,575,0,0,0.0252592992037534,0.3976358901709318,0,0.0,1,10,1,0
Sam Johnstone,Crystal Palace,GK,2022-2023,9,810,0,0,0.0,0.0,0,0.0,0,0,1,0
Kevin Mbabu,Fulham,DF,2022-2023,6,138,0,1,0.0,0.5595380067825317,0,0.6521739130434783,0,2,1,0
Mason Holgate,Everton,DF,2022-2023,8,505,0,0,0.9284062683582306,0.3237291630357504,0,0.0,4,6,1,1
Joseph Gomez,Liverpool,DF,2022-2023,21,1443,0,0,0.120236212387681,0.0427149012684822,0,0.0,7,1,3,0
Tom Davies,Everton,MF,2022-2023,19,500,0,0,1.3129857713356614,0.1336751990020275,0,0.0,9,2,3,0
Sergi Canos,Brentford,,2022-2023,5,55,0,0,0.0599079988896846,0.0176229998469352,0,0.0,1,1,0,0
Alisson,Liverpool,GK,2022-2023,37,3330,0,1,0.0,0.168625995516777,0,0.02702702702702703,0,1,1,0
Neto,Bournemouth,GK,2022-2023,27,2390,0,0,0.0,0.0,0,0.0,0,0,4,0
Mario Lemina,Wolves,MF,2022-2023,19,1325,0,1,0.2064824542030692,0.1570493020117283,0,0.06792452830188679,9,3,2,1
Remo Freuler,Nott'm Forest,MF,2022-2023,28,2178,0,0,0.3386984970420599,0.4867018014192581,0,0.0,8,12,5,0
Sasa Lukic,Fulham,MF,2022-2023,12,401,0,0,0.1066898759454488,0.0,0,0.0,5,0,1,0
Emil Krafth,Newcastle,,2022-2023,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Nathaniel Chalobah,Fulham,MF,2022-2023,4,10,0,0,0.0855346992611885,0.0,0,0.0,1,0,0,1
Ryan Fraser,Newcastle,FW,2022-2023,8,309,0,0,0.3093165084719658,0.3554232940077781,0,0.0,6,5,1,0
Harry Maguire,Man United,DF,2022-2023,16,750,0,0,0.1488308310508728,0.3812321983277797,0,0.0,3,2,4,0
Andrew Robertson,Liverpool,DF,2022-2023,34,2609,0,8,1.0899251960217953,6.820856744423509,0,0.2759678037562285,13,52,3,0
Adam Forshaw,Leeds,MF,2022-2023,12,470,0,0,0.0106636295095086,0.4425672311335802,0,0.0,1,8,0,0
Javier Manquillo,Newcastle,,2022-2023,4,25,0,0,0.0,0.0,0,0.0,0,0,0,0
Jack Stephens,"Bournemouth,Southampton",DF,2022-2023,17,1215,0,0,0.2225914001464843,0.2588117085397243,0,0.0,2,3,3,0
Ainsley Maitland-Niles,Southampton,DF,2022-2023,22,1395,0,0,0.0137403002008795,0.4833124335855245,0,0.0,1,10,3,0
Lewis Cook,Bournemouth,MF,2022-2023,28,1694,0,2,0.183636961504817,2.3000271562486887,0,0.10625737898465171,6,23,4,0
Diego Llorente,Leeds,DF,2022-2023,8,646,0,0,0.301153801381588,0.0,0,0.0,6,0,1,0
Vicente Guaita,Crystal Palace,GK,2022-2023,27,2430,0,0,0.0,0.0,0,0.0,0,0,1,0
Keylor Navas,Nott'm Forest,GK,2022-2023,17,1530,0,0,0.0,0.0,0,0.0,0,0,2,0
Raphael Varane,Man United,DF,2022-2023,24,1918,0,0,0.911432646214962,0.1431176997721195,0,0.0,8,4,1,0
Alphonse Areola,West Ham,GK,2022-2023,5,305,0,0,0.0,0.0,0,0.0,0,0,0,0
Aymeric Laporte,Man City,DF,2022-2023,12,993,0,0,0.7524237418547273,0.212882986292243,0,0.0,10,6,0,0
Thilo Kehrer,West Ham,DF,2022-2023,27,2228,0,2,0.654550208710134,0.7119171218946576,0,0.0807899461400359,8,8,4,0
Maxwel Cornet,West Ham,MF,2022-2023,14,216,0,0,1.092479458078742,0.0942045971751213,0,0.0,9,1,0,0
Thiago Silva,Chelsea,DF,2022-2023,27,2352,0,2,1.4437993383035064,0.573215376585722,0,0.07653061224489796,15,5,2,0
Layvin Kurzawa,Fulham,DF,2022-2023,3,138,0,0,0.0,0.0,0,0.0,0,0,1,0
Fabinho,Liverpool,MF,2022-2023,36,2691,0,2,0.6533067272976041,2.687867143191397,0,0.06688963210702341,18,17,11,0
João Moutinho,Wolves,MF,2022-2023,31,1778,0,2,0.9379508132115006,2.346919506788254,0,0.10123734533183351,16,36,3,0
Morgan Sanson,Aston Villa,,2022-2023,2,2,0,0,0.0,0.0,0,0.0,0,0,0,0
Raúl Jiménez,Wolves,FW,2022-2023,15,842,0,1,2.711337735876441,1.5050795823335648,0,0.10688836104513064,20,9,0,0
Álex Moreno,Aston Villa,DF,2022-2023,19,1346,0,3,0.6219645887613297,2.47616658359766,0,0.20059435364041606,13,21,3,0
Mateusz Klich,Leeds,,2022-2023,14,224,0,0,0.1730077974498272,0.2886551991105079,0,0.0,4,5,2,0
Emiliano Martinez,Aston Villa,GK,2022-2023,36,3143,0,0,0.0,0.1398649960756302,0,0.0,0,2,7,0
Clement Lenglet,Tottenham,DF,2022-2023,26,2039,0,2,0.960752010345459,0.7074382677674294,0,0.08827856792545366,13,6,3,0
Kepa,Chelsea,GK,2022-2023,29,2567,0,0,0.0,0.0,0,0.0,0,0,1,0
Naby Keita,Liverpool,MF,2022-2023,8,290,0,0,0.4318549875169992,0.7309129983186722,0,0.0,10,8,1,0
Marcel Sabitzer,Man United,MF,2022-2023,11,635,0,1,0.6979504860937595,1.3641165122389791,0,0.14173228346456693,11,10,1,0
Weston McKennie,Leeds,MF,2022-2023,19,1450,0,1,0.590064475312829,0.7054706662893295,0,0.06206896551724138,13,13,7,0
Wilfred Ndidi,Leicester,DF,2022-2023,27,1691,0,0,0.1515615982934832,0.0530797010287642,0,0.0,7,3,4,0
Luka Milivojevic,Crystal Palace,MF,2022-2023,18,489,0,0,0.2416350301355123,0.1513487976044416,0,0.0,7,2,2,0
Nick Pope,Newcastle,GK,2022-2023,37,3261,0,0,0.0,0.0174218993633985,0,0.0,0,1,3,1
Aaron Wan-Bissaka,Man United,DF,2022-2023,19,1436,0,0,1.1713167987763882,1.153474660590291,0,0.0,10,15,2,0
Aaron Ramsdale,Arsenal,GK,2022-2023,38,3420,0,0,0.0,0.0,0,0.0,0,0,1,0
Yves Bissouma,Tottenham,MF,2022-2023,23,988,0,0,0.1294596353545785,0.4400514382869005,0,0.0,6,8,6,0
Cafú,Nott'm Forest,,2022-2023,1,3,0,0,0.0,0.0,0,0.0,0,0,0,0
Diego Carlos,Aston Villa,DF,2022-2023,3,203,0,0,0.7391797844320536,0.0345584973692894,0,0.0,4,1,0,0
Boubacar Kamara,Aston Villa,MF,2022-2023,24,1790,0,1,0.0835402803495526,0.6932991156354547,0,0.05027932960893854,4,7,4,0
Moussa Niakhate,Nott'm Forest,DF,2022-2023,14,1170,0,0,1.2535991268232465,0.0697230026125907,0,0.0,6,1,1,0
Jairo Riedewald,Crystal Palace,,2022-2023,6,50,0,0,0.0538971312344074,0.0,0,0.0,1,0,0,0
Zanka,Brentford,DF,2022-2023,18,1082,0,0,0.4019469805061817,0.2393823862075805,0,0.0,5,3,2,0
Jan Bednarek,"Aston Villa,Southampton",DF,2022-2023,23,1772,0,0,0.3442239593714475,0.1472967974841594,0,0.0,8,3,5,0
Shane Duffy,Fulham,,2022-2023,5,16,0,0,0.0223742593079805,0.0,0,0.0,1,0,0,0
Ederson,Man City,GK,2022-2023,35,3150,0,1,0.0,0.2855649888515472,0,0.02857142857142857,0,1,3,0
Victor Lindelöf,Man United,DF,2022-2023,20,1350,0,0,0.2323515973985195,0.0846685543656349,0,0.0,3,3,1,0
Ludwig Augustinsson,Aston Villa,DF,2022-2023,3,74,0,0,0.0730345025658607,0.0,0,0.0,2,0,1,0
Denis Zakaria,Chelsea,MF,2022-2023,7,417,0,0,0.2399110049009323,0.0211979001760482,0,0.0,2,1,0,0
Nélson Semedo,Wolves,DF,2022-2023,36,2646,0,1,0.7855268660932779,0.6530346218496561,0,0.034013605442176874,9,11,11,1
Davinson Sánchez,Tottenham,DF,2022-2023,18,845,0,0,0.3042332818731665,0.1408364623785019,0,0.0,6,2,1,0
Robin Koch,Leeds,DF,2022-2023,36,3186,0,0,1.059426173567772,0.2720854748040437,0,0.0,17,6,7,0
Boubakary Soumare,Leicester,MF,2022-2023,26,1640,0,0,0.0206572990864515,0.2854275647550821,0,0.0,1,11,9,0
Ibrahima Konaté,Liverpool,DF,2022-2023,18,1545,0,0,1.5610232884064317,0.2667285501956939,0,0.0,11,1,5,0
Harry Souttar,Leicester,DF,2022-2023,12,991,0,1,1.3052809908986092,0.1511544995009899,0,0.09081735620585267,8,3,2,0
Pedro Neto,Wolves,DF,2022-2023,18,993,0,0,1.1067704604938626,2.707404026761651,0,0.0,17,20,1,0
Ben Johnson,West Ham,DF,2022-2023,17,845,0,0,0.0838250741362571,0.2368279919028282,0,0.0,2,3,0,0
Manuel Akanji,Man City,DF,2022-2023,29,2272,0,1,1.069366091862321,0.2808441743254661,0,0.03961267605633803,15,7,2,0
Martin Dubravka,Newcastle,GK,2022-2023,2,157,0,0,0.0,0.0,0,0.0,0,0,0,0
Trevoh Chalobah,Chelsea,DF,2022-2023,25,1598,0,0,0.7949223592877388,0.1997714750468731,0,0.0,9,4,4,0
Sergio Gómez,Man City,MF,2022-2023,12,326,0,1,0.3138598967343569,0.4458680246025324,0,0.27607361963190186,7,5,0,0
Ibrahima Diallo,Southampton,MF,2022-2023,18,821,0,0,0.1378516973927617,0.1038510017096996,0,0.0,6,4,4,0
David Brooks,Bournemouth,MF,2022-2023,6,166,0,0,0.2445639120414853,0.1819901317358017,0,0.0,5,2,1,0
Neeskens Kebano,Fulham,MF,2022-2023,17,770,0,3,0.7552167885005474,1.5724477292969825,0,0.35064935064935066,9,13,0,0
Willy Boly,Nott'm Forest,DF,2022-2023,11,687,0,1,0.0699901822954416,0.117637999355793,0,0.13100436681222707,2,1,2,0
Rúben Vinagre,Everton,,2022-2023,2,13,0,0,0.0,0.0,0,0.0,0,0,0,0
Edouard Mendy,Chelsea,GK,2022-2023,10,853,0,0,0.0,0.0,0,0.0,0,0,1,0
Ryan Fredericks,Bournemouth,DF,2022-2023,12,524,0,0,0.0,0.0990857034921646,0,0.0,0,1,1,0
Mohammed Salisu,Southampton,DF,2022-2023,22,1973,0,1,1.6058198306709528,0.6115739094093442,0,0.0456158134820071,19,7,5,0
Georginio Rutter,Leeds,FW,2022-2023,11,238,0,1,0.2494509778916835,0.4192553162574768,0,0.37815126050420167,4,5,0,0
Robin Olsen,Aston Villa,GK,2022-2023,4,277,0,0,0.0,0.0,0,0.0,0,0,0,0
Hamed Junior Traore,Bournemouth,MF,2022-2023,7,435,0,0,0.7354794796556234,0.8439797200262547,0,0.0,6,14,0,0
Wout Weghorst,Man United,FW,2022-2023,17,798,0,1,2.2213404029607773,1.1286072386428714,0,0.11278195488721804,14,14,1,0
Saman Ghoddos,Brentford,,2022-2023,15,93,0,0,0.0554910004138946,0.2644379809498787,0,0.0,1,4,0,0
Marc Cucurella,Chelsea,DF,2022-2023,24,1682,0,2,0.3548601996153593,1.018142694607377,0,0.1070154577883472,7,11,4,0
Cristian Romero,Tottenham,DF,2022-2023,27,2367,0,1,0.859663300216198,0.888403657823801,0,0.03802281368821293,11,8,9,1
Emile Smith-Rowe,Arsenal,,2022-2023,12,132,0,2,0.3294837065041065,1.042964968830347,0,1.3636363636363638,4,6,0,0
Jason Steele,Brighton,GK,2022-2023,15,1350,0,1,0.0,0.1888159960508346,0,0.06666666666666667,0,1,1,0
Leander Dendoncker,"Aston Villa,Wolves",MF,2022-2023,24,888,0,0,0.5861904192715883,0.6650882922112942,0,0.0,5,7,0,0
Conor Coventry,West Ham,,2022-2023,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Yan Valery,Southampton,DF,2022-2023,1,48,0,0,0.0,0.0,0,0.0,0,0,0,0
